Unnamed: 0	start_time	end_time	low_freq	high_freq	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
0	269.2205	269.2378	27187.0	31910.0	Nyctalus leisleri	0.333	0.513	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
0	269.2205	269.2378	27187.0	31910.0	Nyctalus leisleri	0.333	0.513	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
1	292.4495	292.4635	27187.0	32074.0	Nyctalus leisleri	0.482	0.651	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
1	292.4495	292.4635	27187.0	32074.0	Nyctalus leisleri	0.482	0.651	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
2	300.4125	300.4268	28046.0	31618.0	Nyctalus leisleri	0.53	0.648	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
2	300.4125	300.4268	28046.0	31618.0	Nyctalus leisleri	0.53	0.648	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
3	305.3335	305.3475	28046.0	32263.0	Nyctalus leisleri	0.363	0.508	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
3	305.3335	305.3475	28046.0	32263.0	Nyctalus leisleri	0.363	0.508	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
4	306.3125	306.3273	28046.0	32894.0	Nyctalus leisleri	0.346	0.593	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
4	306.3125	306.3273	28046.0	32894.0	Nyctalus leisleri	0.346	0.593	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
5	378.6895	378.6957	46953.0	57973.0	Pipistrellus pipistrellus	0.488	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
5	378.6895	378.6957	46953.0	57973.0	Pipistrellus pipistrellus	0.488	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
6	379.0485	379.0554	46093.0	59829.0	Pipistrellus pipistrellus	0.433	0.512	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
6	379.0485	379.0554	46093.0	59829.0	Pipistrellus pipistrellus	0.433	0.512	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
7	379.4115	379.416	52109.0	64288.0	Pipistrellus pipistrellus	0.476	0.577	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
7	379.4115	379.416	52109.0	64288.0	Pipistrellus pipistrellus	0.476	0.577	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
8	389.3205	389.3312	45234.0	52458.0	Pipistrellus pipistrellus	0.53	0.591	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220630_063000.WAV	Foliage	recover-20220630_unit2	10
