Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
442.5385	442.5444	46093.0	54116.0	Pipistrellus pipistrellus	0.521	0.543	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
442.6655	442.671	46093.0	57966.0	Pipistrellus pipistrellus	0.451	0.527	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
442.7455	442.7513	45234.0	55725.0	Pipistrellus pipistrellus	0.456	0.504	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
490.3125	490.3199	40078.0	47090.0	Pipistrellus nathusii	0.498	0.547	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
490.4185	490.4265	40078.0	47480.0	Pipistrellus nathusii	0.557	0.587	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
490.6455	490.6536	40078.0	45923.0	Pipistrellus nathusii	0.509	0.556	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
490.7565	490.7653	40078.0	48112.0	Pipistrellus nathusii	0.539	0.631	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
490.8665	490.8745	40078.0	47882.0	Pipistrellus nathusii	0.567	0.6	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
490.9765	490.9846	40078.0	48061.0	Pipistrellus nathusii	0.479	0.541	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
491.0865	491.0947	40078.0	46965.0	Pipistrellus nathusii	0.46	0.553	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
610.2935	610.2981	41796.0	77770.0	Myotis brandtii	0.386	0.503	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
610.3315	610.3359	41796.0	74499.0	Myotis brandtii	0.465	0.557	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
610.5025	610.5072	40078.0	80902.0	Myotis brandtii	0.407	0.543	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
610.6585	610.6631	40078.0	79944.0	Myotis brandtii	0.409	0.512	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
610.8695	610.8738	43515.0	81959.0	Myotis brandtii	0.445	0.553	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
610.9215	610.9259	42656.0	82914.0	Myotis brandtii	0.426	0.544	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
610.9755	610.9808	43515.0	90447.0	Myotis brandtii	0.415	0.545	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
611.0235	611.0272	44375.0	82159.0	Myotis brandtii	0.414	0.584	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
611.0685	611.0728	44375.0	82879.0	Myotis brandtii	0.414	0.526	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
611.1125	611.117	46093.0	84237.0	Myotis brandtii	0.32	0.53	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
611.1975	611.2016	45234.0	80056.0	Myotis brandtii	0.287	0.538	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
611.2405	611.2448	44375.0	81864.0	Myotis brandtii	0.354	0.514	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
611.2805	611.2849	43515.0	85431.0	Myotis brandtii	0.391	0.63	-1	Echolocation	/mnt/ubna_data_02/recover-20220828/UBNA_009/20220829_090000.WAV	Foliage	recover-20220828	9
