Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
1161.4155	1161.4294	24609.0	37422.0	Eptesicus serotinus	0.337	0.594	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1161.5565	1161.569	24609.0	34106.0	Eptesicus serotinus	0.314	0.534	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1161.7105	1161.7287	23750.0	34019.0	Eptesicus serotinus	0.333	0.561	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1162.0045	1162.0157	24609.0	34084.0	Eptesicus serotinus	0.358	0.519	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1162.1445	1162.1566	25468.0	35853.0	Eptesicus serotinus	0.451	0.627	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1162.2865	1162.301	24609.0	35666.0	Eptesicus serotinus	0.419	0.588	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1162.4585	1162.4734	24609.0	36484.0	Eptesicus serotinus	0.395	0.579	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1162.5915	1162.6027	25468.0	41394.0	Eptesicus serotinus	0.569	0.703	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1162.7195	1162.7314	25468.0	38477.0	Eptesicus serotinus	0.543	0.663	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1162.8595	1162.8718	24609.0	35547.0	Eptesicus serotinus	0.331	0.66	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1162.9925	1163.0054	25468.0	36244.0	Eptesicus serotinus	0.423	0.536	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1163.1195	1163.1313	25468.0	36209.0	Eptesicus serotinus	0.431	0.541	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1163.6305	1163.6417	25468.0	38310.0	Eptesicus serotinus	0.548	0.624	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1163.7755	1163.7839	26328.0	35127.0	Eptesicus serotinus	0.408	0.547	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1182.4015	1182.4156	23750.0	29894.0	Nyctalus leisleri	0.209	0.509	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1182.9835	1183.003	22031.0	27336.0	Nyctalus noctula	0.261	0.521	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1183.2375	1183.2586	22031.0	27768.0	Nyctalus noctula	0.31	0.507	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1183.6345	1183.6494	22890.0	27189.0	Nyctalus leisleri	0.346	0.579	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1183.8745	1183.89	22890.0	28783.0	Nyctalus leisleri	0.253	0.56	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1184.0595	1184.08	22031.0	27923.0	Nyctalus noctula	0.364	0.554	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
1184.2955	1184.3107	22890.0	26762.0	Nyctalus leisleri	0.551	0.606	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_002/20220804_040000.WAV	Foliage	recover-20220804	2
