Unnamed: 0	start_time	end_time	low_freq	high_freq	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
0	280.6105	280.6166	45234.0	53651.0	Pipistrellus pipistrellus	0.558	0.586	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
0	280.6105	280.6166	45234.0	53651.0	Pipistrellus pipistrellus	0.558	0.586	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
1	280.7065	280.714	45234.0	51603.0	Pipistrellus pipistrellus	0.56	0.572	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
1	280.7065	280.714	45234.0	51603.0	Pipistrellus pipistrellus	0.56	0.572	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
2	280.8035	280.81	45234.0	55078.0	Pipistrellus pipistrellus	0.656	0.684	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
2	280.8035	280.81	45234.0	55078.0	Pipistrellus pipistrellus	0.656	0.684	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
3	280.9015	280.9079	45234.0	52893.0	Pipistrellus pipistrellus	0.494	0.509	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
3	280.9015	280.9079	45234.0	52893.0	Pipistrellus pipistrellus	0.494	0.509	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
4	280.9935	281.0014	45234.0	52714.0	Pipistrellus pipistrellus	0.504	0.516	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
4	280.9935	281.0014	45234.0	52714.0	Pipistrellus pipistrellus	0.504	0.516	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
5	281.0855	281.0921	44375.0	53994.0	Pipistrellus pipistrellus	0.549	0.596	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
5	281.0855	281.0921	44375.0	53994.0	Pipistrellus pipistrellus	0.549	0.596	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
6	281.1605	281.1676	45234.0	53456.0	Pipistrellus pipistrellus	0.501	0.518	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
6	281.1605	281.1676	45234.0	53456.0	Pipistrellus pipistrellus	0.501	0.518	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
7	281.9765	281.983	46093.0	57365.0	Pipistrellus pipistrellus	0.538	0.553	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
7	281.9765	281.983	46093.0	57365.0	Pipistrellus pipistrellus	0.538	0.553	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
8	282.1275	282.1333	45234.0	61039.0	Pipistrellus pipistrellus	0.485	0.595	-1	Echolocation	/mnt/ubna_data_02/recover-20220915/UBNA_001/20220913_103000.WAV	Telephone Field	recover-20220915	UBNA_001
